學年度,階段,學號,宿舍,房號,是否確認
105,保留原寢,9912816,四宿舍,321,
105,保留原寢,9955810,四宿舍,322,
105,保留原寢,0380701,四宿舍,323,
105,保留原寢,0450529,五宿舍,317,
105,保留原寢,0451033,五宿舍,317,
105,保留原寢,0453304,五宿舍,317,
105,保留原寢,0453346,五宿舍,317,
105,未保留原寢,0450245,六宿舍,206,
105,保留原寢,0453211,六宿舍,206,
105,保留原寢,0453615,六宿舍,206,
105,保留原寢,0453661,六宿舍,206,
105,未保留原寢,0457010,六宿舍,222,
105,未保留原寢,0457103,六宿舍,222,
105,保留原寢,0457105,六宿舍,222,
105,保留原寢,0457201,六宿舍,222,
105,保留原寢,0450510,六宿舍,303,
105,保留原寢,0450512,六宿舍,303,
105,未保留原寢,0450517,六宿舍,303,
105,保留原寢,0450547,六宿舍,303,
105,保留原寢,0452208,六宿舍,323,
105,保留原寢,0453902,六宿舍,323,
105,未保留原寢,0453923,六宿舍,323,
105,未保留原寢,0453951,六宿舍,323,
105,保留原寢,0313206,七宿舍,106,
105,保留原寢,0313224,七宿舍,106,
105,保留原寢,0313225,七宿舍,106,
105,保留原寢,0313254,七宿舍,106,
105,保留原寢,0216050,七宿舍,107,
105,未保留原寢,0311052,七宿舍,107,
105,保留原寢,0316067,七宿舍,107,
105,未保留原寢,0413136,七宿舍,107,
105,保留原寢,0211029,七宿舍,108,
105,保留原寢,0211041,七宿舍,108,
105,未保留原寢,0211054,七宿舍,108,
105,保留原寢,0211088,七宿舍,108,
105,未保留原寢,0212205,七宿舍,109,
105,保留原寢,0312240,七宿舍,109,
105,未保留原寢,0312243,七宿舍,109,
105,保留原寢,0312260,七宿舍,109,
105,未保留原寢,0211013,七宿舍,112,
105,保留原寢,0310004,七宿舍,112,
105,保留原寢,0310005,七宿舍,112,
105,保留原寢,0310030,七宿舍,112,
105,保留原寢,0211507,七宿舍,117,
105,保留原寢,0211529,七宿舍,117,
105,保留原寢,0211546,七宿舍,117,
105,未保留原寢,0211552,七宿舍,117,
105,保留原寢,0212011,七宿舍,118,
105,保留原寢,0212102,七宿舍,118,
105,保留原寢,0212116,七宿舍,118,
105,保留原寢,0212130,七宿舍,118,
105,保留原寢,0216203,七宿舍,121,
105,保留原寢,0216222,七宿舍,121,
105,未保留原寢,0311218,七宿舍,121,
105,未保留原寢,0311234,七宿舍,121,
105,保留原寢,0312216,七宿舍,123,
105,保留原寢,0312234,七宿舍,123,
105,保留原寢,0312235,七宿舍,123,
105,保留原寢,0312241,七宿舍,123,
105,保留原寢,0310177,七宿舍,125,
105,保留原寢,0310777,七宿舍,125,
105,保留原寢,0310832,七宿舍,125,
105,未保留原寢,0311271,七宿舍,125,
105,保留原寢,0211502,七宿舍,126,
105,保留原寢,0211524,七宿舍,126,
105,保留原寢,0211553,七宿舍,126,
105,未保留原寢,0411505,七宿舍,126,
105,保留原寢,0311004,七宿舍,127,
105,保留原寢,0311045,七宿舍,127,
105,保留原寢,0311058,七宿舍,127,
105,未保留原寢,0311079,七宿舍,127,
105,保留原寢,0313304,七宿舍,129,
105,保留原寢,0313331,七宿舍,129,
105,保留原寢,0313340,七宿舍,129,
105,未保留原寢,0319023,七宿舍,129,
105,保留原寢,0313404,七宿舍,201,
105,保留原寢,0313414,七宿舍,201,
105,保留原寢,0313420,七宿舍,201,
105,保留原寢,0313470,七宿舍,201,
105,保留原寢,0312219,七宿舍,204,
105,保留原寢,0312226,七宿舍,204,
105,未保留原寢,0312228,七宿舍,204,
105,保留原寢,0312249,七宿舍,204,
105,未保留原寢,0211513,七宿舍,206,
105,保留原寢,0211514,七宿舍,206,
105,保留原寢,0211528,七宿舍,206,
105,保留原寢,0212124,七宿舍,206,
105,未保留原寢,0213244,七宿舍,208,
105,未保留原寢,0312118,七宿舍,208,
105,保留原寢,0313209,七宿舍,208,
105,保留原寢,0313241,七宿舍,208,
105,未保留原寢,0313314,七宿舍,212,
105,保留原寢,0313344,七宿舍,212,
105,保留原寢,0313350,七宿舍,212,
105,保留原寢,0313359,七宿舍,212,
105,保留原寢,0210732,七宿舍,213,
105,保留原寢,0210843,七宿舍,213,
105,未保留原寢,0210847,七宿舍,213,
105,保留原寢,0211269,七宿舍,213,
105,保留原寢,0313301,七宿舍,215,
105,保留原寢,0313327,七宿舍,215,
105,保留原寢,0313338,七宿舍,215,
105,保留原寢,0313352,七宿舍,215,
105,保留原寢,0310110,七宿舍,216,
105,保留原寢,0310125,七宿舍,216,
105,保留原寢,0310173,七宿舍,216,
105,保留原寢,0310180,七宿舍,216,
105,保留原寢,0212234,七宿舍,219,
105,未保留原寢,0212241,七宿舍,219,
105,保留原寢,0212243,七宿舍,219,
105,保留原寢,0212249,七宿舍,219,
105,保留原寢,0210764,七宿舍,220,
105,保留原寢,0210784,七宿舍,220,
105,未保留原寢,0210785,七宿舍,220,
105,保留原寢,0210852,七宿舍,220,
105,保留原寢,0311279,七宿舍,222,
105,保留原寢,0312237,七宿舍,222,
105,保留原寢,0312245,七宿舍,222,
105,保留原寢,0312254,七宿舍,222,
105,保留原寢,0217006,七宿舍,227,
105,保留原寢,0217040,七宿舍,227,
105,保留原寢,0217041,七宿舍,227,
105,未保留原寢,0217044,七宿舍,227,
105,未保留原寢,0211249,七宿舍,231,
105,保留原寢,0311237,七宿舍,231,
105,未保留原寢,0311238,七宿舍,231,
105,保留原寢,0311248,七宿舍,231,
105,保留原寢,0313233,七宿舍,232,
105,保留原寢,0313253,七宿舍,232,
105,保留原寢,0313255,七宿舍,232,
105,保留原寢,0313257,七宿舍,232,
105,未保留原寢,0217010,七宿舍,234,
105,保留原寢,0217030,七宿舍,234,
105,未保留原寢,0217032,七宿舍,234,
105,保留原寢,0217048,七宿舍,234,
105,保留原寢,0211521,七宿舍,308,
105,保留原寢,0211525,七宿舍,308,
105,未保留原寢,0211548,七宿舍,308,
105,保留原寢,0212236,七宿舍,308,
105,保留原寢,0217007,七宿舍,309,未確認申請
105,未保留原寢,0217026,七宿舍,309,
105,保留原寢,0217045,七宿舍,309,
105,未保留原寢,0217047,七宿舍,309,
105,未保留原寢,0015438,七宿舍,311,
105,未保留原寢,0211011,七宿舍,311,
105,保留原寢,0211059,七宿舍,311,
105,保留原寢,0211102,七宿舍,311,
105,保留原寢,0211002,七宿舍,312,
105,保留原寢,0211007,七宿舍,312,
105,保留原寢,0211064,七宿舍,312,
105,未保留原寢,0211082,七宿舍,312,
105,保留原寢,0313405,七宿舍,313,
105,保留原寢,0313408,七宿舍,313,
105,保留原寢,0313454,七宿舍,313,
105,保留原寢,0313457,七宿舍,313,
105,保留原寢,0311503,七宿舍,314,
105,保留原寢,0311517,七宿舍,314,
105,保留原寢,0311527,七宿舍,314,
105,保留原寢,0319002,七宿舍,314,
105,保留原寢,0313213,七宿舍,316,
105,保留原寢,0313214,七宿舍,316,
105,保留原寢,0313218,七宿舍,316,
105,保留原寢,0313236,七宿舍,316,
105,未保留原寢,0210541,七宿舍,317,
105,保留原寢,0211044,七宿舍,317,
105,保留原寢,0211053,七宿舍,317,
105,保留原寢,0211097,七宿舍,317,
105,未保留原寢,0210512,七宿舍,318,
105,未保留原寢,0210526,七宿舍,318,
105,保留原寢,0210531,七宿舍,318,
105,保留原寢,0210532,七宿舍,318,
105,保留原寢,0210501,七宿舍,320,
105,保留原寢,0210507,七宿舍,320,
105,保留原寢,0210521,七宿舍,320,
105,未保留原寢,0217024,七宿舍,320,
105,未保留原寢,0311233,七宿舍,322,
105,保留原寢,0312208,七宿舍,322,
105,保留原寢,0312231,七宿舍,322,
105,保留原寢,0312257,七宿舍,322,
105,保留原寢,0213406,七宿舍,323,
105,保留原寢,0213413,七宿舍,323,
105,未保留原寢,0213418,七宿舍,323,
105,保留原寢,0213439,七宿舍,323,
105,保留原寢,0211508,七宿舍,326,
105,保留原寢,0211518,七宿舍,326,
105,保留原寢,0211545,七宿舍,326,
105,未保留原寢,0211550,七宿舍,326,
105,保留原寢,0210515,七宿舍,327,
105,保留原寢,0210520,七宿舍,327,
105,保留原寢,0210522,七宿舍,327,
105,未保留原寢,0212028,七宿舍,327,
105,保留原寢,0311016,七宿舍,328,
105,保留原寢,0311062,七宿舍,328,
105,保留原寢,0311066,七宿舍,328,
105,未保留原寢,0311086,七宿舍,328,
105,保留原寢,0211025,七宿舍,334,
105,保留原寢,0211031,七宿舍,334,
105,保留原寢,0211033,七宿舍,334,
105,保留原寢,0211083,七宿舍,334,
105,保留原寢,0311257,七宿舍,335,
105,保留原寢,0311265,七宿舍,335,
105,未保留原寢,0311266,七宿舍,335,
105,保留原寢,0311284,七宿舍,335,
105,未保留原寢,0311506,七宿舍,338,
105,保留原寢,0311507,七宿舍,338,
105,保留原寢,0311519,七宿舍,338,
105,保留原寢,0311541,七宿舍,338,
105,保留原寢,0311007,八宿舍,101,
105,保留原寢,0311089,八宿舍,101,
105,保留原寢,0311103,八宿舍,101,
105,保留原寢,0311109,八宿舍,101,
105,未保留原寢,0210776,八宿舍,108,
105,保留原寢,0213315,八宿舍,108,
105,保留原寢,0213316,八宿舍,108,
105,保留原寢,0213346,八宿舍,108,
105,保留原寢,0211212,八宿舍,112,
105,保留原寢,0211219,八宿舍,112,
105,保留原寢,0211255,八宿舍,112,
105,保留原寢,0211261,八宿舍,112,
105,未保留原寢,0210535,八宿舍,114,
105,保留原寢,0210725,八宿舍,114,
105,保留原寢,0210733,八宿舍,114,
105,保留原寢,0210849,八宿舍,114,
105,保留原寢,0210506,八宿舍,115,
105,保留原寢,0210510,八宿舍,115,
105,保留原寢,0210514,八宿舍,115,
105,保留原寢,0210528,八宿舍,115,
105,未保留原寢,0111566,八宿舍,116,
105,保留原寢,0310006,八宿舍,116,
105,保留原寢,0310009,八宿舍,116,
105,保留原寢,0310020,八宿舍,116,
105,保留原寢,0311019,八宿舍,118,
105,保留原寢,0311032,八宿舍,118,
105,保留原寢,0311081,八宿舍,118,
105,未保留原寢,0311106,八宿舍,118,
105,未保留原寢,0213311,八宿舍,121,
105,保留原寢,0213312,八宿舍,121,
105,保留原寢,0213354,八宿舍,121,
105,保留原寢,0213360,八宿舍,121,
105,未保留原寢,0310524,八宿舍,122,
105,保留原寢,0310752,八宿舍,122,
105,未保留原寢,0311015,八宿舍,122,
105,保留原寢,0311021,八宿舍,122,
105,保留原寢,0211230,八宿舍,125,
105,保留原寢,0211266,八宿舍,125,
105,未保留原寢,0211282,八宿舍,125,
105,未保留原寢,0211286,八宿舍,125,
105,保留原寢,0211275,八宿舍,126,
105,保留原寢,0211277,八宿舍,126,
105,未保留原寢,0211288,八宿舍,126,
105,未保留原寢,0211294,八宿舍,126,
105,未保留原寢,0213423,八宿舍,127,
105,保留原寢,0310015,八宿舍,127,
105,保留原寢,0310025,八宿舍,127,
105,保留原寢,0310026,八宿舍,127,
105,未保留原寢,0213109,八宿舍,128,
105,未保留原寢,0213147,八宿舍,128,
105,保留原寢,0215301,八宿舍,128,
105,保留原寢,0215355,八宿舍,128,
105,保留原寢,0211512,八宿舍,130,
105,保留原寢,0211532,八宿舍,130,
105,保留原寢,0211542,八宿舍,130,
105,保留原寢,0211547,八宿舍,130,
105,未保留原寢,0311005,八宿舍,132,
105,未保留原寢,0311014,八宿舍,132,
105,保留原寢,0311053,八宿舍,132,
105,保留原寢,0311078,八宿舍,132,
105,未保留原寢,0212527,八宿舍,135,
105,保留原寢,0310796,八宿舍,135,
105,保留原寢,0310798,八宿舍,135,
105,保留原寢,0310814,八宿舍,135,
105,保留原寢,0310702,八宿舍,202,
105,保留原寢,0310762,八宿舍,202,
105,保留原寢,0310793,八宿舍,202,
105,未保留原寢,0310870,八宿舍,202,
105,保留原寢,0311202,八宿舍,203,
105,保留原寢,0311210,八宿舍,203,
105,保留原寢,0311219,八宿舍,203,
105,保留原寢,0311262,八宿舍,203,
105,保留原寢,0210715,八宿舍,205,
105,保留原寢,0210735,八宿舍,205,
105,保留原寢,0210743,八宿舍,205,
105,保留原寢,0210844,八宿舍,205,
105,保留原寢,0311205,八宿舍,209,
105,保留原寢,0311260,八宿舍,209,
105,保留原寢,0311272,八宿舍,209,
105,未保留原寢,0312204,八宿舍,209,
105,未保留原寢,0210107,八宿舍,210,
105,保留原寢,0310128,八宿舍,210,
105,保留原寢,0310143,八宿舍,210,
105,保留原寢,0310171,八宿舍,210,
105,保留原寢,0310729,八宿舍,217,
105,未保留原寢,0310737,八宿舍,217,
105,保留原寢,0310747,八宿舍,217,
105,未保留原寢,0311038,八宿舍,217,
105,未保留原寢,0312007,八宿舍,218,
105,保留原寢,0312105,八宿舍,218,
105,保留原寢,0312112,八宿舍,218,
105,保留原寢,0312134,八宿舍,218,
105,保留原寢,0310104,八宿舍,219,
105,未保留原寢,0310147,八宿舍,219,
105,保留原寢,0310150,八宿舍,219,
105,保留原寢,0310155,八宿舍,219,
105,保留原寢,0211601,八宿舍,220,
105,保留原寢,0211604,八宿舍,220,
105,保留原寢,0211621,八宿舍,220,
105,保留原寢,0211622,八宿舍,220,
105,保留原寢,0310778,八宿舍,221,
105,保留原寢,0310794,八宿舍,221,
105,保留原寢,0310829,八宿舍,221,
105,未保留原寢,0310851,八宿舍,221,
105,未保留原寢,0317013,八宿舍,223,
105,保留原寢,0317024,八宿舍,223,
105,保留原寢,0317056,八宿舍,223,
105,未保留原寢,0317061,八宿舍,223,
105,保留原寢,0311046,八宿舍,225,
105,保留原寢,0311055,八宿舍,225,
105,保留原寢,0311067,八宿舍,225,
105,未保留原寢,0311085,八宿舍,225,
105,未保留原寢,0116202,八宿舍,228,
105,保留原寢,0317033,八宿舍,228,
105,保留原寢,0317042,八宿舍,228,
105,保留原寢,0317054,八宿舍,228,
105,保留原寢,0216011,八宿舍,230,
105,保留原寢,0216049,八宿舍,230,
105,保留原寢,0216235,八宿舍,230,
105,未保留原寢,0311512,八宿舍,230,
105,未保留原寢,0210750,八宿舍,232,
105,保留原寢,0210788,八宿舍,232,
105,保留原寢,0210792,八宿舍,232,
105,保留原寢,0210848,八宿舍,232,
105,保留原寢,0317025,八宿舍,236,
105,保留原寢,0317031,八宿舍,236,
105,保留原寢,0317035,八宿舍,236,
105,未保留原寢,0317052,八宿舍,236,
105,保留原寢,0312523,八宿舍,237,
105,保留原寢,0312524,八宿舍,237,
105,保留原寢,0312530,八宿舍,237,
105,未保留原寢,0412535,八宿舍,237,
105,未保留原寢,0210752,八宿舍,238,
105,保留原寢,0216013,八宿舍,238,
105,保留原寢,0216231,八宿舍,238,
105,未保留原寢,0216321,八宿舍,238,
105,保留原寢,0316018,八宿舍,239,
105,保留原寢,0316207,八宿舍,239,
105,保留原寢,0316212,八宿舍,239,
105,未保留原寢,0316310,八宿舍,239,
105,保留原寢,0311043,八宿舍,305,
105,保留原寢,0311056,八宿舍,305,
105,保留原寢,0311084,八宿舍,305,
105,未保留原寢,0311090,八宿舍,305,
105,保留原寢,0211078,八宿舍,306,
105,未保留原寢,0211120,八宿舍,306,
105,保留原寢,0211229,八宿舍,306,
105,保留原寢,0212238,八宿舍,306,
105,未保留原寢,0212104,八宿舍,308,
105,保留原寢,0316103,八宿舍,308,
105,保留原寢,0316202,八宿舍,308,
105,保留原寢,0316302,八宿舍,308,
105,保留原寢,0311008,八宿舍,310,
105,保留原寢,0311088,八宿舍,310,
105,保留原寢,0316075,八宿舍,310,
105,保留原寢,0316080,八宿舍,310,
105,保留原寢,0210702,八宿舍,311,
105,保留原寢,0210754,八宿舍,311,
105,保留原寢,0210765,八宿舍,311,
105,保留原寢,0210872,八宿舍,311,
105,保留原寢,0310003,八宿舍,312,
105,保留原寢,0310012,八宿舍,312,
105,保留原寢,0310019,八宿舍,312,
105,未保留原寢,0311061,八宿舍,312,
105,保留原寢,0210812,八宿舍,314,
105,保留原寢,0210840,八宿舍,314,
105,保留原寢,0210860,八宿舍,314,
105,未保留原寢,0210867,八宿舍,314,
105,保留原寢,0213121,八宿舍,316,
105,保留原寢,0317014,八宿舍,316,
105,保留原寢,0317023,八宿舍,316,
105,保留原寢,0317029,八宿舍,316,
105,未保留原寢,0311518,八宿舍,323,
105,保留原寢,0315401,八宿舍,323,
105,保留原寢,0315416,八宿舍,323,
105,保留原寢,0315438,八宿舍,323,
105,保留原寢,0113110,八宿舍,327,
105,未保留原寢,0210709,八宿舍,327,
105,保留原寢,0210749,八宿舍,327,
105,保留原寢,0210869,八宿舍,327,
105,保留原寢,0210768,八宿舍,328,
105,保留原寢,0211030,八宿舍,328,
105,保留原寢,0211075,八宿舍,328,
105,保留原寢,0212021,八宿舍,328,
105,保留原寢,0312203,八宿舍,330,
105,保留原寢,0312224,八宿舍,330,
105,保留原寢,0312236,八宿舍,330,
105,未保留原寢,0312248,八宿舍,330,
105,保留原寢,0311203,八宿舍,334,
105,未保留原寢,0311256,八宿舍,334,
105,保留原寢,0311259,八宿舍,334,
105,保留原寢,0311283,八宿舍,334,
105,保留原寢,0311220,八宿舍,336,
105,保留原寢,0311264,八宿舍,336,
105,保留原寢,0311290,八宿舍,336,
105,保留原寢,0319024,八宿舍,336,
105,保留原寢,0310711,八宿舍,337,
105,保留原寢,0310767,八宿舍,337,
105,保留原寢,0310783,八宿舍,337,
105,保留原寢,0310831,八宿舍,337,
105,保留原寢,0311504,八宿舍,340,
105,保留原寢,0311537,八宿舍,340,
105,保留原寢,0311546,八宿舍,340,
105,保留原寢,0311559,八宿舍,340,
105,保留原寢,0212007,八宿舍,401,
105,保留原寢,0212012,八宿舍,401,
105,保留原寢,0212111,八宿舍,401,
105,保留原寢,0212115,八宿舍,401,
105,保留原寢,0210102,八宿舍,405,
105,保留原寢,0210103,八宿舍,405,
105,未保留原寢,0210105,八宿舍,405,
105,保留原寢,0210155,八宿舍,405,
105,保留原寢,0210030,八宿舍,407,
105,保留原寢,0215319,八宿舍,407,
105,未保留原寢,0315326,八宿舍,407,
105,未保留原寢,0315332,八宿舍,407,
105,保留原寢,0211201,八宿舍,409,
105,保留原寢,0211247,八宿舍,409,
105,保留原寢,0211272,八宿舍,409,
105,保留原寢,0211297,八宿舍,409,
105,未保留原寢,0211213,八宿舍,410,
105,保留原寢,0211222,八宿舍,410,
105,未保留原寢,0211253,八宿舍,410,
105,保留原寢,0211257,八宿舍,410,
105,未保留原寢,0210748,八宿舍,411,
105,保留原寢,0210831,八宿舍,411,未確認申請
105,保留原寢,0210833,八宿舍,411,
105,保留原寢,0210841,八宿舍,411,未確認申請
105,未保留原寢,0212013,八宿舍,412,
105,未保留原寢,0212109,八宿舍,412,
105,保留原寢,0212118,八宿舍,412,
105,保留原寢,0212121,八宿舍,412,
105,保留原寢,0210707,八宿舍,425,
105,保留原寢,0210739,八宿舍,425,
105,保留原寢,0210771,八宿舍,425,
105,未保留原寢,0210856,八宿舍,425,
105,未保留原寢,0211061,八宿舍,432,
105,保留原寢,0211081,八宿舍,432,
105,未保留原寢,0211096,八宿舍,432,
105,保留原寢,0211098,八宿舍,432,
105,保留原寢,0211008,八宿舍,439,
105,保留原寢,0211040,八宿舍,439,
105,保留原寢,0211060,八宿舍,439,
105,保留原寢,0211074,八宿舍,439,
105,保留原寢,0111035,八宿舍,441,
105,保留原寢,0211021,八宿舍,441,
105,未保留原寢,0211035,八宿舍,441,
105,保留原寢,0211050,八宿舍,441,
105,保留原寢,0312518,九宿舍,102,
105,保留原寢,0312544,九宿舍,102,
105,保留原寢,0319014,九宿舍,102,
105,保留原寢,0319051,九宿舍,102,
105,保留原寢,0213223,九宿舍,105,
105,保留原寢,0213248,九宿舍,105,
105,未保留原寢,0213344,九宿舍,105,
105,保留原寢,0215329,九宿舍,105,
105,保留原寢,0211226,九宿舍,106,
105,保留原寢,0211235,九宿舍,106,
105,未保留原寢,0211238,九宿舍,106,
105,保留原寢,0211245,九宿舍,106,
105,保留原寢,0311002,九宿舍,111,
105,保留原寢,0311011,九宿舍,111,
105,保留原寢,0311064,九宿舍,111,
105,保留原寢,0311102,九宿舍,111,
105,保留原寢,0210007,九宿舍,112,
105,保留原寢,0216046,九宿舍,112,
105,保留原寢,0216201,九宿舍,112,
105,保留原寢,0216315,九宿舍,112,
105,保留原寢,0311225,九宿舍,114,
105,未保留原寢,0311245,九宿舍,114,
105,保留原寢,0311249,九宿舍,114,
105,未保留原寢,0311286,九宿舍,114,
105,保留原寢,0210010,九宿舍,118,
105,保留原寢,0210016,九宿舍,118,
105,保留原寢,0210022,九宿舍,118,
105,保留原寢,0210029,九宿舍,118,
105,保留原寢,0212530,九宿舍,119,
105,保留原寢,0212546,九宿舍,119,
105,保留原寢,0212549,九宿舍,119,
105,未保留原寢,0411607,九宿舍,119,
105,未保留原寢,0212536,九宿舍,121,
105,保留原寢,0212537,九宿舍,121,
105,未保留原寢,0212539,九宿舍,121,
105,保留原寢,0212553,九宿舍,121,
105,保留原寢,0111205,九宿舍,123,
105,保留原寢,0211215,九宿舍,123,
105,保留原寢,0211223,九宿舍,123,
105,保留原寢,0211259,九宿舍,123,
105,保留原寢,0211216,九宿舍,125,
105,保留原寢,0211237,九宿舍,125,
105,保留原寢,0211268,九宿舍,125,
105,保留原寢,0211274,九宿舍,125,
105,保留原寢,0210115,九宿舍,126,
105,保留原寢,0210133,九宿舍,126,
105,保留原寢,0210189,九宿舍,126,
105,未保留原寢,0210190,九宿舍,126,
105,未保留原寢,0210003,九宿舍,129,
105,保留原寢,0210009,九宿舍,129,
105,保留原寢,0210018,九宿舍,129,
105,保留原寢,0210026,九宿舍,129,
105,保留原寢,0310101,九宿舍,131,
105,未保留原寢,0310114,九宿舍,131,
105,保留原寢,0310126,九宿舍,131,
105,未保留原寢,0310169,九宿舍,131,
105,未保留原寢,0216025,九宿舍,132,
105,未保留原寢,0216221,九宿舍,132,
105,保留原寢,0216305,九宿舍,132,
105,保留原寢,0216308,九宿舍,132,
105,未保留原寢,0210800,九宿舍,202,
105,未保留原寢,0215320,九宿舍,202,
105,保留原寢,0311213,九宿舍,202,
105,保留原寢,0311261,九宿舍,202,
105,保留原寢,0311232,九宿舍,203,
105,保留原寢,0311235,九宿舍,203,
105,保留原寢,0311246,九宿舍,203,
105,未保留原寢,0311273,九宿舍,203,
105,保留原寢,0216002,九宿舍,205,
105,保留原寢,0216020,九宿舍,205,
105,保留原寢,0216064,九宿舍,205,
105,保留原寢,0216090,九宿舍,205,
105,未保留原寢,0211217,九宿舍,206,
105,保留原寢,0211220,九宿舍,206,
105,保留原寢,0211243,九宿舍,206,
105,保留原寢,0211265,九宿舍,206,
105,保留原寢,0310760,九宿舍,207,
105,保留原寢,0310809,九宿舍,207,
105,未保留原寢,0310857,九宿舍,207,
105,保留原寢,0310869,九宿舍,207,
105,保留原寢,0210757,九宿舍,209,
105,保留原寢,0210873,九宿舍,209,
105,保留原寢,0210881,九宿舍,209,
105,保留原寢,0210885,九宿舍,209,
105,保留原寢,0212218,九宿舍,210,
105,保留原寢,0212220,九宿舍,210,
105,保留原寢,0212237,九宿舍,210,
105,保留原寢,0212247,九宿舍,210,
105,保留原寢,0310021,九宿舍,211,
105,保留原寢,0310022,九宿舍,211,
105,保留原寢,0310024,九宿舍,211,
105,保留原寢,0315351,九宿舍,211,
105,未保留原寢,0211012,九宿舍,212,
105,保留原寢,0216003,九宿舍,212,
105,保留原寢,0216007,九宿舍,212,
105,保留原寢,0216027,九宿舍,212,
105,未保留原寢,0212214,九宿舍,213,
105,保留原寢,0212227,九宿舍,213,
105,保留原寢,0212229,九宿舍,213,
105,保留原寢,0212242,九宿舍,213,
105,保留原寢,0217016,九宿舍,215,
105,保留原寢,0217017,九宿舍,215,
105,保留原寢,0217037,九宿舍,215,
105,未保留原寢,0217046,九宿舍,215,
105,未保留原寢,0316065,九宿舍,218,
105,保留原寢,0316066,九宿舍,218,
105,保留原寢,0316092,九宿舍,218,
105,保留原寢,0316204,九宿舍,218,
105,保留原寢,0312503,九宿舍,219,
105,保留原寢,0312510,九宿舍,219,
105,保留原寢,0312516,九宿舍,219,
105,保留原寢,0312519,九宿舍,219,
105,保留原寢,0310187,九宿舍,220,
105,保留原寢,0310188,九宿舍,220,
105,保留原寢,0311114,九宿舍,220,
105,保留原寢,0311295,九宿舍,220,
105,保留原寢,0216243,九宿舍,224,
105,保留原寢,0216246,九宿舍,224,
105,保留原寢,0216323,九宿舍,224,
105,保留原寢,0310111,九宿舍,224,
105,保留原寢,0211214,九宿舍,227,
105,保留原寢,0211218,九宿舍,227,
105,保留原寢,0211241,九宿舍,227,
105,未保留原寢,0412222,九宿舍,227,
105,保留原寢,0211113,九宿舍,229,
105,未保留原寢,0212219,九宿舍,229,
105,保留原寢,0212258,九宿舍,229,
105,保留原寢,0216100,九宿舍,229,
105,保留原寢,0310709,九宿舍,231,
105,保留原寢,0316042,九宿舍,231,
105,保留原寢,0316085,九宿舍,231,
105,未保留原寢,0411509,九宿舍,231,
105,保留原寢,0310112,九宿舍,232,
105,保留原寢,0310152,九宿舍,232,
