學年度,階段,學號,宿舍,房號,是否確認
104,保留原寢,9921806,四宿舍,204,
104,保留原寢,0287025,四宿舍,205,
104,保留原寢,0380125,四宿舍,207,
104,保留原寢,9751811,四宿舍,210,
104,保留原寢,0151503,四宿舍,212,
104,保留原寢,0083301,四宿舍,215,
104,保留原寢,0052503,四宿舍,216,
104,保留原寢,0287019,四宿舍,217,
104,保留原寢,9913638,四宿舍,218,
104,保留原寢,9811507,四宿舍,218,
104,保留原寢,0150507,四宿舍,219,
104,保留原寢,9851807,四宿舍,221,
104,保留原寢,0082003,四宿舍,301,
104,保留原寢,9811594,四宿舍,302,
104,保留原寢,0081505,四宿舍,303,
104,保留原寢,9818812,四宿舍,303,
104,保留原寢,9924819,四宿舍,304,
104,保留原寢,0057202,四宿舍,307,
104,保留原寢,0287101,四宿舍,308,
104,保留原寢,0089605,四宿舍,309,
104,保留原寢,0382601,四宿舍,310,
104,保留原寢,9814804,四宿舍,311,
104,保留原寢,9955804,四宿舍,313,
104,保留原寢,9955816,四宿舍,315,
104,保留原寢,0086015,四宿舍,316,
104,保留原寢,9955818,四宿舍,316,
104,保留原寢,9912820,四宿舍,319,
104,保留原寢,9912816,四宿舍,321,
104,保留原寢,9955810,四宿舍,322,
104,保留原寢,0380701,四宿舍,323,
104,保留原寢,0350543,五宿舍,304,
104,保留原寢,0350554,五宿舍,304,
104,保留原寢,0350747,五宿舍,304,
104,保留原寢,0357014,五宿舍,304,
104,保留原寢,0350545,五宿舍,305,
104,保留原寢,0351236,五宿舍,305,
104,保留原寢,0356117,五宿舍,305,未確認申請
104,保留原寢,0360244,五宿舍,305,
104,保留原寢,0351714,五宿舍,321,未確認申請
104,保留原寢,0352043,五宿舍,321,未確認申請
104,未保留原寢,0357009,五宿舍,321,
104,保留原寢,0357203,五宿舍,321,
104,未保留原寢,0350515,六宿舍,208,
104,保留原寢,0351242,六宿舍,208,
104,未保留原寢,0351290,六宿舍,208,
104,保留原寢,0352006,六宿舍,208,
104,未保留原寢,0356020,六宿舍,216,
104,保留原寢,0356071,六宿舍,216,
104,未保留原寢,0356505,六宿舍,216,
104,保留原寢,0356510,六宿舍,216,
104,保留原寢,0353314,六宿舍,217,
104,保留原寢,0353402,六宿舍,217,
104,保留原寢,0356052,六宿舍,217,
104,保留原寢,0356531,六宿舍,217,
104,保留原寢,0353612,六宿舍,218,
104,未保留原寢,0357001,六宿舍,218,
104,保留原寢,0357010,六宿舍,218,
104,保留原寢,0357205,六宿舍,218,
104,未保留原寢,0353201,六宿舍,230,
104,保留原寢,0353614,六宿舍,230,
104,保留原寢,0353616,六宿舍,230,
104,保留原寢,0353667,六宿舍,230,
104,保留原寢,0117011,七宿舍,105,
104,保留原寢,0117012,七宿舍,105,
104,保留原寢,0117046,七宿舍,105,
104,保留原寢,0117047,七宿舍,105,
104,保留原寢,0211029,七宿舍,108,
104,保留原寢,0211041,七宿舍,108,
104,未保留原寢,0211049,七宿舍,108,
104,保留原寢,0211088,七宿舍,108,
104,保留原寢,0116030,七宿舍,110,
104,保留原寢,0116230,七宿舍,110,
104,未保留原寢,0116233,七宿舍,110,
104,保留原寢,0116234,七宿舍,110,
104,未保留原寢,0116026,七宿舍,113,
104,保留原寢,0116079,七宿舍,113,
104,保留原寢,0116303,七宿舍,113,
104,保留原寢,0116314,七宿舍,113,
104,保留原寢,0110002,七宿舍,114,
104,保留原寢,0110014,七宿舍,114,
104,未保留原寢,0110022,七宿舍,114,
104,保留原寢,0110031,七宿舍,114,
104,保留原寢,0111052,七宿舍,115,
104,保留原寢,0111080,七宿舍,115,
104,保留原寢,0111085,七宿舍,115,
104,保留原寢,0111086,七宿舍,115,
104,保留原寢,0211503,七宿舍,117,
104,保留原寢,0211507,七宿舍,117,
104,未保留原寢,0211515,七宿舍,117,
104,保留原寢,0211529,七宿舍,117,
104,未保留原寢,0212013,七宿舍,118,
104,保留原寢,0212102,七宿舍,118,
104,保留原寢,0212116,七宿舍,118,
104,保留原寢,0212130,七宿舍,118,
104,未保留原寢,0212104,七宿舍,121,
104,保留原寢,0216203,七宿舍,121,
104,保留原寢,0216222,七宿舍,121,
104,保留原寢,0216223,七宿舍,121,
104,保留原寢,0211044,七宿舍,125,未確認申請
104,保留原寢,0211053,七宿舍,125,未確認申請
104,保留原寢,0211093,七宿舍,125,未確認申請
104,保留原寢,0211097,七宿舍,125,
104,保留原寢,0110703,七宿舍,205,
104,保留原寢,0110724,七宿舍,205,
104,保留原寢,0113234,七宿舍,205,
104,未保留原寢,0116202,七宿舍,205,
104,保留原寢,0211514,七宿舍,206,
104,保留原寢,0211528,七宿舍,206,
104,保留原寢,0211552,七宿舍,206,
104,未保留原寢,0212124,七宿舍,206,
104,保留原寢,0110004,七宿舍,209,
104,保留原寢,0110020,七宿舍,209,
104,未保留原寢,0110024,七宿舍,209,
104,未保留原寢,0110030,七宿舍,209,
104,保留原寢,0110511,七宿舍,210,
104,未保留原寢,0110515,七宿舍,210,
104,保留原寢,0110533,七宿舍,210,
104,未保留原寢,0211522,七宿舍,210,
104,保留原寢,0110507,七宿舍,211,
104,保留原寢,0110519,七宿舍,211,
104,保留原寢,0110544,七宿舍,211,
104,保留原寢,0111112,七宿舍,211,
104,保留原寢,0210732,七宿舍,213,
104,保留原寢,0210839,七宿舍,213,
104,保留原寢,0210843,七宿舍,213,
104,保留原寢,0211269,七宿舍,213,
104,未保留原寢,0110007,七宿舍,214,
104,保留原寢,0110016,七宿舍,214,
104,未保留原寢,0110025,七宿舍,214,
104,保留原寢,0110029,七宿舍,214,
104,保留原寢,0112105,七宿舍,217,
104,保留原寢,0112128,七宿舍,217,
104,保留原寢,0112131,七宿舍,217,
104,保留原寢,0112132,七宿舍,217,
104,保留原寢,0212209,七宿舍,218,
104,保留原寢,0212211,七宿舍,218,
104,未保留原寢,0212231,七宿舍,218,
104,保留原寢,0212253,七宿舍,218,
104,保留原寢,0212207,七宿舍,219,
104,保留原寢,0212234,七宿舍,219,
104,保留原寢,0212243,七宿舍,219,
104,未保留原寢,0212245,七宿舍,219,
104,保留原寢,0210764,七宿舍,220,
104,保留原寢,0210784,七宿舍,220,
104,保留原寢,0210824,七宿舍,220,
104,未保留原寢,0210852,七宿舍,220,
104,保留原寢,0113411,七宿舍,223,
104,保留原寢,0116040,七宿舍,223,
104,未保留原寢,0311018,七宿舍,223,
104,未保留原寢,0313207,七宿舍,223,
104,未保留原寢,0116012,七宿舍,224,
104,保留原寢,0116035,七宿舍,224,
104,保留原寢,0116055,七宿舍,224,
104,未保留原寢,0116316,七宿舍,224,
104,未保留原寢,0117002,七宿舍,226,
104,保留原寢,0117028,七宿舍,226,
104,保留原寢,0117049,七宿舍,226,
104,保留原寢,0117052,七宿舍,226,
104,未保留原寢,0217006,七宿舍,227,
104,保留原寢,0217020,七宿舍,227,
104,保留原寢,0217028,七宿舍,227,
104,保留原寢,0217041,七宿舍,227,
104,保留原寢,0110789,七宿舍,229,
104,保留原寢,0110797,七宿舍,229,
104,未保留原寢,0110813,七宿舍,229,
104,保留原寢,0110849,七宿舍,229,
104,未保留原寢,0211501,七宿舍,233,
104,保留原寢,0211506,七宿舍,233,
104,保留原寢,0211510,七宿舍,233,
104,保留原寢,0211538,七宿舍,233,
104,保留原寢,0217030,七宿舍,234,
104,保留原寢,0217032,七宿舍,234,
104,保留原寢,0217043,七宿舍,234,
104,保留原寢,0217048,七宿舍,234,
104,保留原寢,0213409,七宿舍,235,
104,保留原寢,0213414,七宿舍,235,
104,保留原寢,0213419,七宿舍,235,
104,保留原寢,0213424,七宿舍,235,
104,未保留原寢,0113225,七宿舍,236,
104,保留原寢,0113233,七宿舍,236,
104,未保留原寢,0113247,七宿舍,236,
104,保留原寢,0113249,七宿舍,236,
104,保留原寢,0110893,七宿舍,237,
104,保留原寢,0110895,七宿舍,237,
104,保留原寢,0110896,七宿舍,237,
104,保留原寢,0110897,七宿舍,237,
104,未保留原寢,0012131,七宿舍,238,
104,保留原寢,0110017,七宿舍,238,
104,未保留原寢,0112114,七宿舍,238,
104,保留原寢,0112129,七宿舍,238,
104,保留原寢,0110503,七宿舍,301,
104,保留原寢,0110508,七宿舍,301,
104,保留原寢,0110509,七宿舍,301,
104,保留原寢,0110518,七宿舍,301,
104,保留原寢,0110506,七宿舍,302,
104,保留原寢,0110521,七宿舍,302,
104,保留原寢,0110530,七宿舍,302,
104,未保留原寢,0110532,七宿舍,302,
104,保留原寢,0113201,七宿舍,303,
104,保留原寢,0113227,七宿舍,303,
104,未保留原寢,0113240,七宿舍,303,
104,未保留原寢,0213234,七宿舍,303,
104,保留原寢,0110501,七宿舍,305,
104,保留原寢,0110535,七宿舍,305,
104,未保留原寢,0110537,七宿舍,305,
104,保留原寢,0110539,七宿舍,305,
104,保留原寢,0211012,七宿舍,307,
104,未保留原寢,0211013,七宿舍,307,
104,保留原寢,0211082,七宿舍,307,
104,未保留原寢,0311041,七宿舍,307,
104,未保留原寢,0113330,七宿舍,308,
104,保留原寢,0211521,七宿舍,308,
104,保留原寢,0211525,七宿舍,308,
104,未保留原寢,0212252,七宿舍,308,
104,保留原寢,0217007,七宿舍,309,
104,保留原寢,0217010,七宿舍,309,
104,未保留原寢,0217045,七宿舍,309,
104,保留原寢,9911016,七宿舍,309,
104,保留原寢,0112222,七宿舍,310,
104,保留原寢,0112223,七宿舍,310,
104,保留原寢,0112232,七宿舍,310,
104,保留原寢,0112240,七宿舍,310,
104,保留原寢,0211058,七宿舍,311,
104,保留原寢,0211059,七宿舍,311,
104,保留原寢,0211094,七宿舍,311,
104,保留原寢,0211102,七宿舍,311,
104,保留原寢,0211002,七宿舍,312,
104,保留原寢,0211007,七宿舍,312,未確認申請
104,保留原寢,0211022,七宿舍,312,
104,保留原寢,0211064,七宿舍,312,
104,保留原寢,0110721,七宿舍,315,
104,保留原寢,0117022,七宿舍,315,
104,保留原寢,0117038,七宿舍,315,
104,保留原寢,0117060,七宿舍,315,
104,保留原寢,0110732,七宿舍,319,
104,保留原寢,0110808,七宿舍,319,
104,保留原寢,0110865,七宿舍,319,
104,未保留原寢,0113314,七宿舍,319,
104,未保留原寢,0112006,七宿舍,320,
104,保留原寢,0210501,七宿舍,320,
104,保留原寢,0210511,七宿舍,320,
104,保留原寢,0210521,七宿舍,320,
104,保留原寢,0213406,七宿舍,323,
104,保留原寢,0213413,七宿舍,323,
104,保留原寢,0213439,七宿舍,323,
104,未保留原寢,0313413,七宿舍,323,
104,未保留原寢,0112108,七宿舍,325,
104,未保留原寢,0113322,七宿舍,325,
104,保留原寢,0219003,七宿舍,325,
104,保留原寢,0219008,七宿舍,325,
104,保留原寢,0211508,七宿舍,326,
104,保留原寢,0211518,七宿舍,326,
104,保留原寢,0211526,七宿舍,326,
104,保留原寢,0211545,七宿舍,326,
104,保留原寢,0210509,七宿舍,327,
104,保留原寢,0210515,七宿舍,327,
104,保留原寢,0210520,七宿舍,327,
104,保留原寢,0210522,七宿舍,327,
104,未保留原寢,0113209,七宿舍,331,
104,保留原寢,0113238,七宿舍,331,
104,保留原寢,0113250,七宿舍,331,
104,保留原寢,0113255,七宿舍,331,
104,未保留原寢,0110774,七宿舍,333,
104,保留原寢,0110798,七宿舍,333,
104,保留原寢,0110848,七宿舍,333,
104,保留原寢,0110861,七宿舍,333,
104,保留原寢,0211025,七宿舍,334,
104,保留原寢,0211031,七宿舍,334,
104,保留原寢,0211033,七宿舍,334,
104,保留原寢,0211083,七宿舍,334,
104,保留原寢,0211023,七宿舍,336,
104,保留原寢,0211037,七宿舍,336,
104,保留原寢,0211038,七宿舍,336,
104,保留原寢,0211103,七宿舍,336,
104,保留原寢,0110729,七宿舍,337,
104,未保留原寢,0110756,七宿舍,337,
104,保留原寢,0110825,七宿舍,337,
104,保留原寢,0110844,七宿舍,337,
104,未保留原寢,0111026,八宿舍,103,
104,保留原寢,0111050,八宿舍,103,
104,保留原寢,0111051,八宿舍,103,
104,保留原寢,0111069,八宿舍,103,
104,保留原寢,0111042,八宿舍,106,
104,保留原寢,0111062,八宿舍,106,
104,未保留原寢,0111103,八宿舍,106,
104,保留原寢,0113344,八宿舍,106,
104,保留原寢,0211550,八宿舍,107,
104,保留原寢,0212114,八宿舍,107,
104,保留原寢,0219017,八宿舍,107,
104,保留原寢,0219021,八宿舍,107,
104,保留原寢,0213315,八宿舍,108,
104,保留原寢,0213316,八宿舍,108,
104,保留原寢,0213346,八宿舍,108,
104,保留原寢,0213357,八宿舍,108,
104,未保留原寢,0111273,八宿舍,112,
104,保留原寢,0211212,八宿舍,112,
104,保留原寢,0211219,八宿舍,112,
104,保留原寢,0211255,八宿舍,112,
104,保留原寢,0210725,八宿舍,114,
104,未保留原寢,0210733,八宿舍,114,
104,保留原寢,0210789,八宿舍,114,
104,未保留原寢,0210849,八宿舍,114,
104,保留原寢,0210506,八宿舍,115,
104,保留原寢,0210510,八宿舍,115,
104,保留原寢,0210514,八宿舍,115,
104,保留原寢,0210528,八宿舍,115,
104,保留原寢,0211602,八宿舍,117,
104,保留原寢,0211612,八宿舍,117,
104,保留原寢,0211617,八宿舍,117,
104,未保留原寢,0211619,八宿舍,117,
104,保留原寢,0111059,八宿舍,119,
104,保留原寢,0111067,八宿舍,119,
104,保留原寢,0111101,八宿舍,119,
104,保留原寢,0112031,八宿舍,119,
104,保留原寢,0213311,八宿舍,121,
104,保留原寢,0213312,八宿舍,121,
104,保留原寢,0213354,八宿舍,121,
104,保留原寢,0213360,八宿舍,121,
104,未保留原寢,0211230,八宿舍,125,
104,保留原寢,0211232,八宿舍,125,
104,保留原寢,0211238,八宿舍,125,
104,保留原寢,0211266,八宿舍,125,
104,保留原寢,0211270,八宿舍,126,
104,保留原寢,0211275,八宿舍,126,
104,保留原寢,0211277,八宿舍,126,
104,保留原寢,0211283,八宿舍,126,
104,保留原寢,0215301,八宿舍,128,
104,保留原寢,0215343,八宿舍,128,
104,保留原寢,0215345,八宿舍,128,
104,保留原寢,0215355,八宿舍,128,
104,保留原寢,0211512,八宿舍,130,
104,保留原寢,0211532,八宿舍,130,
104,保留原寢,0211542,八宿舍,130,
104,保留原寢,0211547,八宿舍,130,
104,未保留原寢,0113146,八宿舍,131,
104,保留原寢,0213109,八宿舍,131,
104,保留原寢,0213129,八宿舍,131,
104,保留原寢,0213147,八宿舍,131,
104,保留原寢,0213118,八宿舍,136,
104,保留原寢,0213127,八宿舍,136,
104,保留原寢,0213131,八宿舍,136,
104,保留原寢,0213136,八宿舍,136,
104,保留原寢,0211288,八宿舍,137,
104,保留原寢,0211292,八宿舍,137,
104,保留原寢,0211294,八宿舍,137,
104,保留原寢,0216097,八宿舍,137,
104,未保留原寢,0111004,八宿舍,201,
104,保留原寢,0212219,八宿舍,201,
104,保留原寢,0212230,八宿舍,201,
104,保留原寢,0212244,八宿舍,201,
104,保留原寢,0111608,八宿舍,204,
104,保留原寢,0111611,八宿舍,204,
104,保留原寢,0111617,八宿舍,204,
104,保留原寢,0111619,八宿舍,204,
104,未保留原寢,0210715,八宿舍,205,
104,未保留原寢,0210735,八宿舍,205,
104,保留原寢,0210743,八宿舍,205,
104,保留原寢,0210844,八宿舍,205,
104,保留原寢,0113323,八宿舍,206,
104,保留原寢,0113324,八宿舍,206,
104,保留原寢,0113331,八宿舍,206,
104,未保留原寢,0113340,八宿舍,206,
104,未保留原寢,0112110,八宿舍,207,
104,保留原寢,0212023,八宿舍,207,
104,保留原寢,0212123,八宿舍,207,
104,保留原寢,0212126,八宿舍,207,
104,保留原寢,0212015,八宿舍,208,
104,保留原寢,0212106,八宿舍,208,
104,保留原寢,0212108,八宿舍,208,
104,保留原寢,0212117,八宿舍,208,
104,保留原寢,0113312,八宿舍,212,
104,保留原寢,0113332,八宿舍,212,
104,保留原寢,0113339,八宿舍,212,
104,保留原寢,0113351,八宿舍,212,
104,保留原寢,0113301,八宿舍,213,
104,保留原寢,0113313,八宿舍,213,
104,保留原寢,0113316,八宿舍,213,
104,保留原寢,0113341,八宿舍,213,
104,保留原寢,0111298,八宿舍,214,
104,保留原寢,0112235,八宿舍,214,
104,未保留原寢,0113425,八宿舍,214,
104,保留原寢,0119004,八宿舍,214,
104,未保留原寢,0113302,八宿舍,215,
104,保留原寢,0113307,八宿舍,215,
104,保留原寢,0113356,八宿舍,215,
104,保留原寢,0113357,八宿舍,215,
104,保留原寢,0110718,八宿舍,216,
104,保留原寢,0110762,八宿舍,216,
104,保留原寢,0110778,八宿舍,216,
104,保留原寢,0110858,八宿舍,216,
104,保留原寢,0211601,八宿舍,220,
104,保留原寢,0211604,八宿舍,220,
104,保留原寢,0211621,八宿舍,220,
104,保留原寢,0211622,八宿舍,220,
104,保留原寢,0111558,八宿舍,222,
104,保留原寢,0211234,八宿舍,222,
104,保留原寢,0211250,八宿舍,222,
104,保留原寢,0211278,八宿舍,222,
104,保留原寢,0111011,八宿舍,224,
104,保留原寢,0111039,八宿舍,224,
104,保留原寢,0111046,八宿舍,224,
104,保留原寢,0111094,八宿舍,224,
104,保留原寢,0211607,八宿舍,227,
104,保留原寢,0211610,八宿舍,227,
104,保留原寢,0211620,八宿舍,227,
104,保留原寢,0211624,八宿舍,227,
104,保留原寢,0216011,八宿舍,230,
104,保留原寢,0216049,八宿舍,230,
104,保留原寢,0216235,八宿舍,230,
104,保留原寢,0216324,八宿舍,230,
104,保留原寢,0111552,八宿舍,231,
104,保留原寢,0112220,八宿舍,231,
104,保留原寢,0112256,八宿舍,231,
104,未保留原寢,0115439,八宿舍,231,
104,保留原寢,0210788,八宿舍,232,
104,保留原寢,0210791,八宿舍,232,
104,保留原寢,0210792,八宿舍,232,
104,保留原寢,0210848,八宿舍,232,
104,保留原寢,0212004,八宿舍,233,
104,保留原寢,0212008,八宿舍,233,
104,保留原寢,0212025,八宿舍,233,
104,保留原寢,0212101,八宿舍,233,
104,保留原寢,0111209,八宿舍,235,
104,保留原寢,0111213,八宿舍,235,
104,保留原寢,0111252,八宿舍,235,
104,保留原寢,0111272,八宿舍,235,
104,保留原寢,0216013,八宿舍,238,
104,保留原寢,0216024,八宿舍,238,
104,保留原寢,0216231,八宿舍,238,
104,保留原寢,0216331,八宿舍,238,
104,未保留原寢,0110108,八宿舍,304,
104,保留原寢,0112216,八宿舍,304,
104,保留原寢,0112219,八宿舍,304,
104,保留原寢,0112237,八宿舍,304,
104,保留原寢,0211078,八宿舍,306,
104,保留原寢,0211229,八宿舍,306,
104,保留原寢,0212206,八宿舍,306,
104,保留原寢,0212238,八宿舍,306,
104,未保留原寢,0210128,八宿舍,307,
104,保留原寢,0210141,八宿舍,307,
104,保留原寢,0210142,八宿舍,307,
104,保留原寢,0210191,八宿舍,307,
104,保留原寢,0210122,八宿舍,309,
104,保留原寢,0210139,八宿舍,309,
104,保留原寢,0210149,八宿舍,309,
104,未保留原寢,0210190,八宿舍,309,
104,保留原寢,0210702,八宿舍,311,
104,保留原寢,0210754,八宿舍,311,
104,保留原寢,0210765,八宿舍,311,
104,未保留原寢,0210872,八宿舍,311,
104,保留原寢,0210728,八宿舍,314,
104,保留原寢,0210812,八宿舍,314,
104,保留原寢,0210840,八宿舍,314,
104,保留原寢,0210860,八宿舍,314,
104,未保留原寢,0111503,八宿舍,315,
104,保留原寢,0111518,八宿舍,315,
104,保留原寢,0111551,八宿舍,315,
104,未保留原寢,0113239,八宿舍,315,
104,保留原寢,0116028,八宿舍,319,
104,保留原寢,0116045,八宿舍,319,
104,保留原寢,0116218,八宿舍,319,
104,保留原寢,0116231,八宿舍,319,
104,未保留原寢,0111001,八宿舍,322,
104,保留原寢,0111057,八宿舍,322,
104,保留原寢,0111058,八宿舍,322,
104,未保留原寢,0112209,八宿舍,322,
104,未保留原寢,0111511,八宿舍,325,
104,未保留原寢,0111544,八宿舍,325,
104,保留原寢,0111545,八宿舍,325,
104,保留原寢,0113367,八宿舍,325,
104,保留原寢,0112218,八宿舍,326,
104,保留原寢,0113129,八宿舍,326,
104,保留原寢,0113132,八宿舍,326,
104,未保留原寢,0113143,八宿舍,326,
104,保留原寢,0113110,八宿舍,327,
104,保留原寢,0210749,八宿舍,327,
104,未保留原寢,0210826,八宿舍,327,
104,保留原寢,0210869,八宿舍,327,
104,保留原寢,0110512,八宿舍,332,
104,保留原寢,0110531,八宿舍,332,
104,保留原寢,0110536,八宿舍,332,
104,保留原寢,0110543,八宿舍,332,
104,保留原寢,0117010,八宿舍,335,
104,保留原寢,0117015,八宿舍,335,
104,未保留原寢,0117030,八宿舍,335,
104,保留原寢,0117043,八宿舍,335,
104,保留原寢,0110856,八宿舍,339,
104,保留原寢,0112203,八宿舍,339,
104,保留原寢,0112213,八宿舍,339,
104,未保留原寢,0115328,八宿舍,339,
104,未保留原寢,0011056,八宿舍,408,
104,保留原寢,0110502,八宿舍,408,
104,保留原寢,0111231,八宿舍,408,
104,未保留原寢,0319023,八宿舍,408,
104,保留原寢,0210704,八宿舍,411,
104,保留原寢,0210831,八宿舍,411,
104,未保留原寢,0210833,八宿舍,411,
104,保留原寢,0210841,八宿舍,411,
104,保留原寢,0212009,八宿舍,412,
104,保留原寢,0212118,八宿舍,412,
104,未保留原寢,0212129,八宿舍,412,
104,未保留原寢,0212133,八宿舍,412,
104,保留原寢,0112206,八宿舍,414,
104,保留原寢,0112226,八宿舍,414,
104,保留原寢,0112228,八宿舍,414,
104,保留原寢,0112257,八宿舍,414,
104,保留原寢,0115411,八宿舍,416,未確認申請
104,保留原寢,0115437,八宿舍,416,未確認申請
104,保留原寢,0115438,八宿舍,416,未確認申請
104,保留原寢,0115442,八宿舍,416,
104,保留原寢,0111258,八宿舍,424,
104,未保留原寢,0112204,八宿舍,424,
104,保留原寢,0116006,八宿舍,424,
104,保留原寢,0116213,八宿舍,424,
104,保留原寢,0112034,八宿舍,426,
104,保留原寢,0112119,八宿舍,426,
104,保留原寢,0112518,八宿舍,426,
104,保留原寢,0216320,八宿舍,426,
104,保留原寢,0111012,八宿舍,438,
104,未保留原寢,0116205,八宿舍,438,
104,未保留原寢,0210117,八宿舍,438,
104,保留原寢,0210535,八宿舍,438,
104,未保留原寢,0312238,九宿舍,103,
104,未保留原寢,0316063,九宿舍,103,
104,保留原寢,0316239,九宿舍,103,
104,保留原寢,0316310,九宿舍,103,
104,保留原寢,0213223,九宿舍,105,
104,保留原寢,0213248,九宿舍,105,
104,保留原寢,0215322,九宿舍,105,
104,保留原寢,0215329,九宿舍,105,
104,保留原寢,0211225,九宿舍,106,
104,保留原寢,0211226,九宿舍,106,
104,保留原寢,0211235,九宿舍,106,
104,未保留原寢,0211245,九宿舍,106,
104,未保留原寢,0110761,九宿舍,108,
104,保留原寢,0116003,九宿舍,108,
104,保留原寢,0116021,九宿舍,108,
104,未保留原寢,0116090,九宿舍,108,
104,未保留原寢,0111207,九宿舍,109,
104,保留原寢,0111235,九宿舍,109,
104,保留原寢,0111242,九宿舍,109,
104,保留原寢,0111280,九宿舍,109,
104,未保留原寢,0111228,九宿舍,110,
104,未保留原寢,0111236,九宿舍,110,
104,保留原寢,0111247,九宿舍,110,
104,保留原寢,0112531,九宿舍,110,
104,保留原寢,0210007,九宿舍,112,
104,保留原寢,0216046,九宿舍,112,
104,保留原寢,0216201,九宿舍,112,
104,保留原寢,0216315,九宿舍,112,
104,保留原寢,0216002,九宿舍,114,未確認申請
104,保留原寢,0216020,九宿舍,114,
104,保留原寢,0216064,九宿舍,114,未確認申請
104,保留原寢,0216090,九宿舍,114,未確認申請
104,保留原寢,0112011,九宿舍,115,
104,保留原寢,0112102,九宿舍,115,
104,保留原寢,0112112,九宿舍,115,
104,保留原寢,9921031,九宿舍,115,
104,保留原寢,0210010,九宿舍,118,
104,保留原寢,0210016,九宿舍,118,
104,保留原寢,0210022,九宿舍,118,
104,保留原寢,0210029,九宿舍,118,
104,保留原寢,0212517,九宿舍,119,
104,保留原寢,0212530,九宿舍,119,
104,保留原寢,0212546,九宿舍,119,
104,保留原寢,0212549,九宿舍,119,
104,保留原寢,0112225,九宿舍,120,
104,保留原寢,0112246,九宿舍,120,
104,保留原寢,0112247,九宿舍,120,
104,保留原寢,0112253,九宿舍,120,
104,保留原寢,0212537,九宿舍,121,
104,保留原寢,0212540,九宿舍,121,
104,保留原寢,0212552,九宿舍,121,
104,保留原寢,0212553,九宿舍,121,
104,保留原寢,0212502,九宿舍,122,
104,保留原寢,0212524,九宿舍,122,
104,未保留原寢,0212531,九宿舍,122,
104,未保留原寢,0212544,九宿舍,122,
104,保留原寢,0211215,九宿舍,123,
104,保留原寢,0211223,九宿舍,123,
104,未保留原寢,0211227,九宿舍,123,
104,保留原寢,0211259,九宿舍,123,
104,保留原寢,0112004,九宿舍,124,
104,未保留原寢,0112009,九宿舍,124,
104,保留原寢,0112014,九宿舍,124,
104,保留原寢,0112026,九宿舍,124,
104,保留原寢,0210101,九宿舍,126,
104,未保留原寢,0210115,九宿舍,126,
104,保留原寢,0210189,九宿舍,126,
104,未保留原寢,0313345,九宿舍,126,
104,未保留原寢,0111267,九宿舍,128,
104,保留原寢,0111504,九宿舍,128,
104,保留原寢,0111522,九宿舍,128,
104,保留原寢,0111550,九宿舍,128,
104,保留原寢,0210009,九宿舍,129,
104,保留原寢,0210018,九宿舍,129,
104,未保留原寢,0210021,九宿舍,129,
104,保留原寢,0210026,九宿舍,129,
104,未保留原寢,0216063,九宿舍,132,
104,保留原寢,0216305,九宿舍,132,
104,保留原寢,0216308,九宿舍,132,
104,保留原寢,0216318,九宿舍,132,
104,保留原寢,0112507,九宿舍,204,
104,保留原寢,0112545,九宿舍,204,
104,保留原寢,0112547,九宿舍,204,
104,保留原寢,0112555,九宿舍,204,
